,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_level
2453,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer1,Agent,Luxury SUV,Medsize,3
2454,Arizona,No,Extended,College,Employed,F,Suburban,Married,Special,Offer2,Agent,Four-Door Car,Small,1
2455,California,No,Extended,College,Employed,F,Rural,Married,Corporate,Offer2,Agent,Four-Door Car,Medsize,3
2456,California,No,Basic,High School or Below,Employed,F,Rural,Single,Corporate,Offer3,Web,SUV,Medsize,3
2457,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Personal,Offer4,Agent,Four-Door Car,Small,3
2458,California,No,Extended,College,Unemployed,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,3
2459,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,3
2460,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal,Offer3,Branch,SUV,Large,3
2461,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,1
2462,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer1,Branch,Luxury SUV,Medsize,3
2463,Oregon,No,Basic,College,Employed,M,Rural,Divorced,Personal,Offer1,Branch,SUV,Small,3
2464,California,No,Extended,Doctor,Employed,M,Rural,Married,Corporate,Offer3,Branch,Four-Door Car,Medsize,2
2465,Oregon,No,Extended,College,Retired,F,Suburban,Divorced,Corporate,Offer4,Branch,Four-Door Car,Small,3
2466,Arizona,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal,Offer2,Agent,Four-Door Car,Medsize,2
2467,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Small,1
2468,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate,Offer1,Agent,Four-Door Car,Medsize,3
2469,Washington,Yes,Extended,College,Employed,M,Suburban,Single,Special,Offer2,Branch,Four-Door Car,Medsize,3
2470,California,Yes,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Large,2
2471,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer2,Branch,Sports Car,Medsize,3
2472,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal,Offer3,Call Center,SUV,Medsize,3
2473,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer3,Branch,SUV,Medsize,2
2474,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Call Center,Four-Door Car,Large,2
2475,Nevada,No,Extended,College,Employed,F,Urban,Married,Corporate,Offer3,Branch,Four-Door Car,Medsize,3
2476,Oregon,No,Basic,Doctor,Employed,M,Rural,Divorced,Personal,Offer3,Branch,SUV,Medsize,1
2477,California,Yes,Extended,College,Employed,M,Urban,Divorced,Personal,Offer2,Call Center,Four-Door Car,Medsize,2
2478,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,1
2479,California,No,Basic,College,Employed,F,Urban,Divorced,Personal,Offer4,Agent,Two-Door Car,Medsize,2
2480,Arizona,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer3,Agent,Two-Door Car,Medsize,2
2481,Arizona,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal,Offer1,Call Center,Luxury Car,Small,2
2482,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer4,Call Center,Two-Door Car,Small,3
2483,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Corporate,Offer3,Call Center,Four-Door Car,Large,3
2484,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Offer3,Branch,Sports Car,Small,2
2485,Arizona,Yes,Extended,College,Retired,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,1
2486,Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Personal,Offer2,Branch,Two-Door Car,Large,2
2487,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Corporate,Offer2,Call Center,Four-Door Car,Small,1
2488,Nevada,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Web,SUV,Medsize,2
2489,Nevada,No,Basic,College,Unemployed,M,Rural,Married,Personal,Offer1,Branch,Sports Car,Small,2
2490,Arizona,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Offer3,Call Center,Two-Door Car,Small,1
2491,Washington,No,Extended,College,Employed,M,Suburban,Married,Corporate,Offer3,Call Center,Four-Door Car,Medsize,2
2492,California,No,Basic,Bachelor,Unemployed,F,Rural,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,2
2493,Washington,No,Basic,College,Employed,F,Urban,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,3
2494,California,No,Basic,Bachelor,Unemployed,M,Rural,Married,Personal,Offer4,Web,SUV,Small,1
2495,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,1
2496,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate,Offer1,Call Center,Luxury Car,Small,1
2497,Oregon,No,Extended,Doctor,Employed,M,Urban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,3
2498,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate,Offer2,Branch,Four-Door Car,Medsize,1
2499,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer2,Web,SUV,Medsize,2
2500,Oregon,No,Basic,Master,Employed,M,Urban,Married,Personal,Offer1,Web,Four-Door Car,Medsize,3
2501,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate,Offer1,Web,Four-Door Car,Small,2
2502,Arizona,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal,Offer1,Call Center,Sports Car,Medsize,3
2503,Arizona,No,Extended,Doctor,Employed,F,Suburban,Married,Personal,Offer3,Call Center,Sports Car,Medsize,1
2504,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Branch,Luxury Car,Medsize,3
2505,California,No,Basic,College,Medical Leave,F,Rural,Married,Personal,Offer2,Call Center,Sports Car,Medsize,1
2506,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Offer1,Agent,SUV,Medsize,3
2507,California,No,Premium,College,Employed,F,Rural,Divorced,Personal,Offer3,Web,Two-Door Car,Medsize,3
2508,Oregon,No,Extended,Bachelor,Medical Leave,M,Suburban,Married,Corporate,Offer2,Web,Four-Door Car,Small,2
2509,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,3
2510,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Large,3
2511,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate,Offer1,Agent,Four-Door Car,Medsize,2
2512,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal,Offer3,Web,Four-Door Car,Medsize,3
2513,California,No,Basic,College,Employed,F,Urban,Married,Personal,Offer3,Call Center,Two-Door Car,Medsize,3
2514,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Large,3
2515,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate,Offer1,Agent,SUV,Medsize,3
2516,Nevada,No,Premium,High School or Below,Employed,F,Rural,Married,Special,Offer4,Branch,Four-Door Car,Medsize,2
2517,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer3,Branch,Four-Door Car,Small,1
2518,Oregon,No,Premium,College,Employed,F,Urban,Divorced,Personal,Offer2,Agent,Two-Door Car,Large,3
2519,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer3,Call Center,Two-Door Car,Large,3
2520,California,Yes,Basic,Master,Employed,M,Rural,Single,Personal,Offer1,Agent,Sports Car,Medsize,1
2521,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal,Offer1,Call Center,Four-Door Car,Small,2
2522,Oregon,No,Basic,Bachelor,Medical Leave,F,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
2523,Oregon,No,Basic,College,Retired,M,Suburban,Divorced,Personal,Offer4,Agent,Sports Car,Medsize,1
2524,Nevada,No,Basic,College,Employed,F,Suburban,Single,Personal,Offer4,Web,Two-Door Car,Medsize,2
2525,California,No,Basic,College,Employed,F,Rural,Married,Personal,Offer4,Call Center,Luxury Car,Medsize,2
2526,Nevada,No,Extended,High School or Below,Employed,M,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3
2527,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Large,3
2528,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Call Center,SUV,Medsize,1
2529,California,No,Premium,College,Employed,F,Suburban,Married,Personal,Offer1,Web,Four-Door Car,Medsize,3
2530,Arizona,No,Extended,Bachelor,Employed,M,Rural,Single,Personal,Offer3,Agent,Four-Door Car,Medsize,3
2531,Oregon,No,Basic,College,Unemployed,M,Suburban,Married,Personal,Offer1,Call Center,Two-Door Car,Medsize,3
2532,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Divorced,Personal,Offer1,Agent,Two-Door Car,Medsize,3
2533,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer3,Branch,Luxury Car,Medsize,3
2534,California,No,Extended,Doctor,Employed,M,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
2535,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal,Offer2,Web,Four-Door Car,Medsize,3
2536,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Corporate,Offer1,Web,Four-Door Car,Medsize,3
2537,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Offer3,Branch,SUV,Small,1
2538,California,Yes,Basic,College,Employed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,1
2539,California,Yes,Basic,College,Retired,M,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Medsize,3
2540,Nevada,No,Basic,College,Employed,F,Suburban,Divorced,Personal,Offer2,Call Center,Sports Car,Medsize,3
2541,Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Special,Offer4,Agent,Four-Door Car,Medsize,1
2542,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer3,Agent,Four-Door Car,Small,1
2543,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer1,Branch,SUV,Medsize,3
2544,Nevada,No,Basic,Master,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Large,2
2545,California,No,Basic,College,Employed,M,Rural,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
2546,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer2,Web,Luxury Car,Medsize,3
2547,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Call Center,Luxury SUV,Small,2
2548,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate,Offer2,Branch,Four-Door Car,Medsize,2
2549,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Offer3,Web,Two-Door Car,Small,3
2550,Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,SUV,Medsize,2
2551,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer1,Branch,Sports Car,Large,1
2552,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,3
2553,Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate,Offer1,Call Center,Four-Door Car,Medsize,3
2554,California,No,Basic,College,Employed,M,Urban,Married,Special,Offer2,Branch,SUV,Medsize,3
2555,California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal,Offer1,Agent,SUV,Medsize,3
2556,Arizona,Yes,Basic,Master,Employed,M,Suburban,Married,Personal,Offer3,Web,Two-Door Car,Small,1
2557,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer1,Web,Four-Door Car,Medsize,3
2558,Arizona,No,Basic,Master,Unemployed,F,Urban,Single,Personal,Offer1,Web,Two-Door Car,Medsize,2
2559,Oregon,No,Basic,Doctor,Employed,F,Rural,Single,Personal,Offer2,Call Center,Four-Door Car,Medsize,2
2560,California,No,Basic,High School or Below,Employed,F,Urban,Single,Corporate,Offer1,Agent,SUV,Medsize,2
2561,Nevada,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer3,Web,Four-Door Car,Medsize,3
2562,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
2563,Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal,Offer4,Branch,SUV,Medsize,2
2564,Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer1,Branch,SUV,Medsize,1
2565,California,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Web,SUV,Small,2
2566,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Offer3,Branch,SUV,Medsize,1
2567,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,3
2568,Oregon,No,Extended,College,Disabled,M,Urban,Married,Corporate,Offer3,Call Center,Two-Door Car,Medsize,3
2569,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,3
2570,Nevada,No,Premium,Master,Employed,F,Rural,Single,Personal,Offer4,Call Center,Two-Door Car,Medsize,3
2571,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer3,Agent,Four-Door Car,Small,3
2572,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Corporate,Offer2,Branch,Four-Door Car,Medsize,2
2573,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,3
2574,Arizona,No,Basic,College,Employed,M,Suburban,Married,Corporate,Offer2,Branch,Four-Door Car,Medsize,2
2575,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer3,Web,Four-Door Car,Medsize,3
2576,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Agent,Two-Door Car,Medsize,2
2577,California,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate,Offer2,Branch,Four-Door Car,Medsize,3
2578,California,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal,Offer1,Branch,Sports Car,Medsize,1
2579,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Corporate,Offer3,Branch,SUV,Medsize,1
2580,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer1,Call Center,Two-Door Car,Medsize,1
2581,Nevada,No,Basic,Master,Employed,F,Urban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,1
2582,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer2,Web,Four-Door Car,Medsize,1
2583,California,No,Premium,College,Medical Leave,M,Suburban,Divorced,Corporate,Offer2,Agent,Two-Door Car,Medsize,1
2584,California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
2585,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer4,Agent,Four-Door Car,Small,3
2586,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer4,Branch,Two-Door Car,Small,2
2587,California,No,Extended,College,Unemployed,M,Suburban,Divorced,Special,Offer1,Web,SUV,Small,2
2588,Oregon,No,Basic,High School or Below,Disabled,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,3
2589,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer4,Branch,Four-Door Car,Medsize,3
2590,Oregon,No,Basic,Master,Unemployed,M,Urban,Single,Personal,Offer2,Web,Four-Door Car,Medsize,3
2591,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer2,Branch,Four-Door Car,Medsize,3
2592,California,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Personal,Offer2,Agent,SUV,Medsize,3
2593,Oregon,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Large,3
2594,Nevada,No,Premium,College,Medical Leave,F,Urban,Married,Personal,Offer1,Branch,Two-Door Car,Medsize,3
2595,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer3,Call Center,Two-Door Car,Small,1
2596,Arizona,Yes,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Small,2
2597,California,No,Basic,College,Employed,M,Urban,Single,Personal,Offer1,Agent,Four-Door Car,Small,1
2598,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,Offer2,Branch,Four-Door Car,Medsize,3
2599,Washington,No,Basic,Master,Employed,M,Rural,Divorced,Personal,Offer4,Branch,Four-Door Car,Medsize,3
2600,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Web,Luxury Car,Small,2
2601,California,No,Extended,Bachelor,Unemployed,F,Urban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,3
2602,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Single,Corporate,Offer1,Branch,Two-Door Car,Medsize,3
2603,Oregon,No,Basic,College,Unemployed,F,Urban,Married,Special,Offer3,Agent,Four-Door Car,Medsize,3
2604,Oregon,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Personal,Offer1,Call Center,Four-Door Car,Small,1
2605,Washington,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer3,Call Center,Four-Door Car,Medsize,3
2606,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Special,Offer4,Call Center,Four-Door Car,Medsize,2
2607,Washington,Yes,Extended,Master,Employed,F,Suburban,Divorced,Personal,Offer2,Agent,Luxury SUV,Medsize,1
2608,California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate,Offer1,Call Center,Two-Door Car,Large,3
2609,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Large,2
2610,Arizona,Yes,Basic,College,Employed,M,Urban,Married,Personal,Offer1,Agent,SUV,Medsize,1
2611,Arizona,No,Basic,College,Medical Leave,M,Suburban,Married,Personal,Offer1,Agent,SUV,Small,3
2612,Oregon,No,Basic,High School or Below,Unemployed,M,Urban,Married,Corporate,Offer2,Branch,Two-Door Car,Medsize,2
2613,Arizona,No,Extended,College,Employed,M,Suburban,Single,Personal,Offer4,Web,SUV,Medsize,3
2614,California,No,Premium,College,Employed,M,Rural,Married,Corporate,Offer3,Call Center,Four-Door Car,Medsize,2
2615,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer3,Web,Four-Door Car,Medsize,2
2616,Arizona,No,Premium,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
2617,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer3,Agent,Two-Door Car,Small,3
2618,Nevada,No,Basic,Bachelor,Employed,M,Urban,Married,Special,Offer4,Agent,Four-Door Car,Medsize,1
2619,California,Yes,Basic,Bachelor,Employed,M,Urban,Divorced,Personal,Offer1,Agent,Two-Door Car,Medsize,3
2620,Oregon,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Offer2,Agent,SUV,Medsize,3
2621,Oregon,No,Extended,Doctor,Medical Leave,M,Suburban,Married,Personal,Offer2,Agent,Sports Car,Medsize,1
2622,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer3,Agent,SUV,Medsize,3
2623,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer4,Call Center,Luxury SUV,Medsize,3
2624,Washington,No,Extended,Master,Unemployed,M,Urban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,3
2625,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate,Offer4,Branch,Four-Door Car,Medsize,2
2626,Oregon,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,3
2627,Arizona,Yes,Basic,College,Medical Leave,F,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,1
2628,Nevada,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer4,Agent,Four-Door Car,Medsize,3
2629,Arizona,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Special,Offer1,Branch,Four-Door Car,Small,1
2630,California,No,Basic,College,Unemployed,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3
2631,Nevada,No,Premium,Doctor,Unemployed,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,1
2632,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,3
2633,Oregon,No,Basic,College,Disabled,M,Suburban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,2
2634,Oregon,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal,Offer1,Branch,Sports Car,Large,1
2635,Oregon,No,Basic,College,Medical Leave,M,Suburban,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,2
2636,Washington,Yes,Basic,Bachelor,Disabled,F,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,1
